Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,financial_risk,ml_risk,statistical_risk,quality_risk,risk_factors,risk_factors_text,risk_score,final_risk_level,investigation_priority,recommended_action,alert_status,alert_message,risk_rank
11,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,188722256.11,True,19.05578695309179,94.64944649446494,0.0,0,0.0,52.8923412376698,False,0.0,40,29.8,LOW,Data-quality validation requires review,False,LOW,50,52.8923412376698,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,35.33,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 35.33/100 | MP: ADV K FRANCIS GEORGE | Constituency: KOTTAYAM | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,30.0
176,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,186508749.11,True,19.04398871342745,94.4649446494465,0.0,0,0.0,52.73389324317559,False,0.0,40,29.73,LOW,Data-quality validation requires review,False,LOW,50,52.73389324317559,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,35.28,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 35.28/100 | MP: Ganesan Selvam | Constituency: KANCHEEPURAM(SC) | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,31.0
209,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26,False,False,False,False,False,True,85.0,True,MP_RECORD,True,188747306.26,True,19.05591967981946,94.8339483394834,0.0,0,0.0,52.71954579066477,False,0.0,40,29.72,LOW,Data-quality validation requires review,False,LOW,50,52.71954579066477,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,35.27,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 35.27/100 | MP: JITENDRA KUMAR DOHARE | Constituency: ETAWAH(SC) | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,32.0
271,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,183892143.0,True,19.02985996979312,93.72693726937268,0.0,0,0.0,52.11441275571609,False,0.0,40,29.45,LOW,Data-quality validation requires review,False,LOW,50,52.11441275571609,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,35.04,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 35.04/100 | MP: MAHIMA KUMARI MEWAR | Constituency: RAJSAMAND | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,33.0
410,Maharashtra,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,185640423,Maharashtra,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,185640423.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,185640423.0,True,19.03932215632516,94.28044280442803,0.0,0,0.0,52.02265649772946,False,0.0,40,29.41,LOW,Data-quality validation requires review,False,LOW,50,52.02265649772946,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,35.01,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 35.01/100 | MP: Sanjay Uttamrao Deshmukh | Constituency: YAVATMAL-WASHIM | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,34.0
494,Bihar,SUDHAKAR SINGH,BUXAR,185211956.54,Bihar,SUDHAKAR SINGH,BUXAR,185211956.54,False,False,False,False,False,True,85.0,True,MP_RECORD,True,185211956.54,True,19.037011443642843,94.0959409594096,0.0,0,0.0,51.80810256650891,False,0.0,40,29.31,LOW,Data-quality validation requires review,False,LOW,50,51.80810256650891,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,34.93,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 34.93/100 | MP: SUDHAKAR SINGH | Constituency: BUXAR | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,35.0
317,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,184758519.11,True,19.03456023369811,93.91143911439114,0.0,0,0.0,51.45677667740257,False,0.0,40,29.16,LOW,Data-quality validation requires review,False,LOW,50,51.45677667740257,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,34.8,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 34.8/100 | MP: Omprakash Bhupalsinh Alias Pawan Rajenimbalkar | Constituency: OSMANABAD | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,36.0
280,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,False,False,False,False,False,True,85.0,True,MP_RECORD,True,178351443.75,True,18.999266570381163,92.43542435424357,0.0,0,0.0,50.97009534862102,False,0.0,40,28.94,LOW,Data-quality validation requires review,False,LOW,50,50.97009534862102,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,34.62,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 34.62/100 | MP: MANISH TEWARI | Constituency: CHANDIGARH | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,37.0
399,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,180589332.34,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,180589332.34,False,False,False,False,False,True,85.0,True,MP_RECORD,True,180589332.34,True,19.01173613485518,93.54243542435424,0.0,0,0.0,49.73279746323852,False,0.0,40,28.38,LOW,Data-quality validation requires review,False,LOW,50,49.73279746323852,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,34.15,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 34.15/100 | MP: S. Jagathrakshakan | Constituency: ARAKKONAM | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,38.0
289,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,178951477.11,True,19.0026252550472,92.619926199262,0.0,0,0.0,49.72051679533923,False,0.0,40,28.37,LOW,Data-quality validation requires review,False,LOW,50,49.72051679533923,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,34.14,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 34.14/100 | MP: Midhun Reddy | Constituency: RAJAMPET | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,39.0
259,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,174009663.11,True,18.97462139649853,92.25092250922508,0.0,0,0.0,49.30661369221588,False,0.0,40,28.19,LOW,Data-quality validation requires review,False,LOW,50,49.30661369221588,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,33.99,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 33.99/100 | MP: Lavu Sri Krishna Devarayalu | Constituency: NARASARAOPET | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,40.0
362,Himachal Pradesh,RAJEEV BHARDWAJ,KANGRA,179388967.11,Himachal Pradesh,RAJEEV BHARDWAJ,KANGRA,179388967.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,179388967.11,True,19.00506701244289,92.80442804428044,0.0,0,0.0,48.9379783976107,False,0.0,40,28.02,LOW,Data-quality validation requires review,False,LOW,50,48.9379783976107,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,33.85,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 33.85/100 | MP: RAJEEV BHARDWAJ | Constituency: KANGRA | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,41.0
61,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98,False,False,False,False,False,True,85.0,True,MP_RECORD,True,179658399.98,True,19.00656783346969,92.98892988929887,0.0,0,0.0,48.905889770175456,False,0.0,40,28.01,LOW,Data-quality validation requires review,False,LOW,50,48.905889770175456,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,33.84,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 33.84/100 | MP: AZAD KIRTI JHA | Constituency: BARDHAMAN-DURGAPUR | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,42.0
404,Uttar Pradesh,SANATAN PANDEY,BALLIA,180420041.4,Uttar Pradesh,SANATAN PANDEY,BALLIA,180420041.4,False,False,False,False,False,True,85.0,True,MP_RECORD,True,180420041.4,True,19.010798259199944,93.3579335793358,0.0,0,0.0,48.77139291516773,False,0.0,40,27.95,LOW,Data-quality validation requires review,False,LOW,50,48.77139291516773,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,33.79,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 33.79/100 | MP: SANATAN PANDEY | Constituency: BALLIA | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,43.0
265,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,180399007.0,True,19.010681666686327,93.17343173431736,0.0,0,0.0,48.70239984776531,False,0.0,40,27.92,LOW,Data-quality validation requires review,False,LOW,50,48.70239984776531,0.0,50.0,"['Allocation is in the top 10% of observed records', 'Data-quality validation requires review']",Allocation is in the top 10% of observed records | Data-quality validation requires review,33.77,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 33.77/100 | MP: Maddila Gurumoorthy | Constituency: TIRUPATI(SC) | Factors: Allocation is in the top 10% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,44.0
